1.00	-0.02	0.00	0.09	0.18	0.19	0.24	0.13	0.06	0.04	0.16	0.12	0.04	0.10	0.02	0.34	0.18	0.27	0.10	0.21	0.09	0.17	0.15	0.10	0.31	0.14	0.21	0.09	0.05	0.14	0.08	0.18	0.17	-0.05	0.18	0.07	0.03	0.01	-0.07	0.14	0.09	0.17	0.19	0.37	0.41	0.25	0.07	0.03	0.11	0.37	0.16	
-0.02	1.00	-0.02	0.15	0.16	0.05	0.15	0.07	0.04	-0.03	0.12	0.14	0.01	0.09	0.14	0.17	0.03	0.11	0.15	0.04	0.06	0.14	0.16	0.14	0.15	0.08	0.14	0.14	0.11	-0.05	0.03	0.10	0.06	-0.01	0.01	0.06	-0.02	-0.01	-0.01	0.06	0.09	0.08	0.13	0.19	0.24	0.30	0.13	0.24	0.04	0.29	0.13	
0.00	-0.02	1.00	0.00	0.00	-0.01	0.00	-0.03	-0.00	-0.00	-0.01	-0.03	0.01	0.01	-0.02	0.00	-0.00	-0.01	0.02	-0.01	0.00	-0.00	-0.02	-0.00	0.01	-0.00	0.01	0.00	0.03	0.00	0.00	0.00	-0.02	0.02	-0.00	-0.01	0.00	-0.00	-0.00	-0.04	0.01	0.00	0.03	-0.00	0.00	0.00	-0.01	0.02	0.00	0.01	0.00	
0.09	0.15	0.00	1.00	0.12	0.11	0.09	0.06	0.05	0.05	0.12	0.14	-0.03	0.10	0.30	0.15	0.07	0.08	0.15	0.12	0.11	0.13	-0.00	0.12	0.18	0.12	0.10	0.13	-0.02	0.09	-0.03	0.07	0.02	-0.03	-0.02	0.08	-0.01	-0.09	0.01	0.08	0.08	0.13	0.02	0.12	0.16	0.13	0.03	-0.01	0.08	0.12	0.18	
0.18	0.16	0.00	0.12	1.00	0.14	0.25	0.13	0.11	0.09	0.15	-0.03	0.01	0.16	0.07	0.22	0.09	0.20	0.17	0.03	-0.01	0.20	0.13	0.12	0.32	0.18	0.15	0.06	0.13	-0.05	0.15	0.09	0.13	-0.00	0.19	0.03	0.06	-0.02	-0.07	0.15	0.03	0.18	0.12	0.33	0.46	0.33	0.07	0.07	0.13	0.45	0.11	
0.19	0.05	-0.01	0.11	0.14	1.00	0.20	0.13	0.03	0.00	0.20	0.09	0.02	0.24	0.01	0.22	0.09	0.18	0.15	0.12	0.04	0.10	0.16	0.07	0.29	0.08	0.08	0.10	0.04	0.25	0.06	0.03	0.09	-0.07	0.06	-0.00	0.15	0.07	0.02	0.15	0.18	0.03	0.04	0.18	0.20	0.14	0.11	0.00	0.06	0.19	0.11	
0.24	0.15	0.00	0.09	0.25	0.20	1.00	0.29	0.23	0.15	0.22	0.12	0.06	0.15	0.06	0.37	0.22	0.42	0.22	0.18	0.07	0.27	0.24	0.19	0.39	0.19	0.19	0.16	0.24	0.13	0.19	0.04	0.16	-0.01	0.29	0.08	-0.06	0.20	-0.06	0.28	0.08	0.23	0.22	0.60	0.57	0.47	0.15	0.28	0.14	0.52	0.15	
0.13	0.07	-0.03	0.06	0.13	0.13	0.29	1.00	0.09	0.03	0.25	0.16	-0.00	0.13	0.01	0.22	0.05	0.17	0.14	0.14	0.15	0.20	0.08	0.07	0.17	0.13	0.13	0.08	0.11	0.11	0.06	-0.07	0.05	-0.05	0.15	0.01	-0.04	0.10	-0.02	0.11	0.02	0.10	0.13	0.22	0.23	0.19	0.11	0.11	0.14	0.28	0.15	
0.06	0.04	-0.00	0.05	0.11	0.03	0.23	0.09	1.00	0.16	0.06	0.04	0.08	0.06	0.05	0.15	0.12	0.23	0.13	0.10	0.04	0.12	0.05	0.16	0.14	0.09	0.07	0.01	0.09	-0.06	0.15	0.03	0.06	-0.01	0.15	0.24	0.03	0.12	-0.08	0.13	0.02	0.00	0.06	0.22	0.24	0.25	0.17	0.10	0.01	0.22	0.07	
0.04	-0.03	-0.00	0.05	0.09	0.00	0.15	0.03	0.16	1.00	-0.05	-0.04	0.01	0.02	0.03	-0.02	0.12	0.15	0.05	0.07	0.02	0.01	0.05	0.10	0.11	0.04	0.07	0.05	0.07	0.01	0.05	0.02	-0.01	-0.01	0.13	0.01	-0.01	0.10	0.01	0.15	0.05	-0.01	0.00	0.13	0.18	0.10	0.00	0.01	0.04	0.12	0.03	
0.16	0.12	-0.01	0.12	0.15	0.20	0.22	0.25	0.06	-0.05	1.00	0.40	0.01	0.03	0.04	0.22	0.16	0.16	0.15	0.08	0.02	0.16	0.18	0.13	0.24	0.16	0.08	0.11	0.14	0.11	0.10	-0.01	0.04	-0.04	0.07	0.01	-0.05	0.05	-0.06	0.19	0.07	0.16	0.12	0.22	0.23	0.17	0.09	0.09	0.03	0.25	0.17	
0.12	0.14	-0.03	0.14	-0.03	0.09	0.12	0.16	0.04	-0.04	0.40	1.00	0.06	0.00	0.07	0.08	0.09	0.01	0.23	0.07	0.11	0.17	0.21	0.21	0.13	0.07	0.17	0.10	0.08	0.15	0.06	-0.03	0.11	-0.07	0.09	0.10	0.02	0.11	0.04	0.06	0.02	0.14	0.13	0.14	0.14	0.13	0.13	0.04	0.07	0.17	0.02	
0.04	0.01	0.01	-0.03	0.01	0.02	0.06	-0.00	0.08	0.01	0.01	0.06	1.00	0.01	0.02	0.05	0.04	0.03	0.00	-0.02	0.04	0.07	0.04	0.06	0.05	0.04	-0.01	-0.00	0.00	-0.03	0.05	0.03	0.04	0.00	0.05	0.07	-0.05	0.04	-0.01	-0.01	0.03	-0.01	0.01	0.05	0.09	0.07	0.02	0.03	0.02	0.07	0.04	
0.10	0.09	0.01	0.10	0.16	0.24	0.15	0.13	0.06	0.02	0.03	0.00	0.01	1.00	0.05	0.15	0.05	0.09	0.13	0.15	0.08	0.12	-0.01	0.11	0.17	0.05	0.06	0.05	0.08	0.07	0.03	0.06	0.09	0.02	0.07	-0.03	-0.03	0.03	-0.02	0.07	0.08	0.11	0.03	0.20	0.19	0.14	0.05	0.09	0.03	0.22	0.11	
0.02	0.14	-0.02	0.30	0.07	0.01	0.06	0.01	0.05	0.03	0.04	0.07	0.02	0.05	1.00	0.03	0.17	0.06	0.02	0.14	-0.14	0.08	0.03	0.15	0.10	0.11	0.04	0.01	0.08	0.08	-0.01	0.16	0.05	0.01	0.10	0.21	-0.00	-0.04	-0.02	0.04	0.05	0.19	0.11	0.05	0.10	0.10	0.09	0.12	0.06	0.17	0.03	
0.34	0.17	0.00	0.15	0.22	0.22	0.37	0.22	0.15	-0.02	0.22	0.08	0.05	0.15	0.03	1.00	0.25	0.45	0.25	0.21	0.04	0.31	0.24	0.22	0.37	0.18	0.17	0.17	0.15	0.20	0.17	0.22	0.10	0.00	0.14	0.09	-0.02	0.10	-0.19	0.19	0.07	0.17	0.30	0.53	0.44	0.43	0.21	0.12	0.12	0.49	0.25	
0.18	0.03	-0.00	0.07	0.09	0.09	0.22	0.05	0.12	0.12	0.16	0.09	0.04	0.05	0.17	0.25	1.00	0.30	0.15	0.11	-0.12	0.14	0.13	0.19	0.15	0.13	0.16	0.13	0.21	0.09	0.27	0.13	0.18	0.02	0.11	0.16	-0.02	0.08	-0.07	0.22	0.10	0.15	0.24	0.20	0.21	0.15	0.16	0.07	0.05	0.22	0.12	
0.27	0.11	-0.01	0.08	0.20	0.18	0.42	0.17	0.23	0.15	0.16	0.01	0.03	0.09	0.06	0.45	0.30	1.00	0.22	0.27	0.03	0.19	0.24	0.19	0.35	0.20	0.19	0.21	0.15	0.14	0.24	0.14	0.15	0.01	0.20	0.09	-0.08	0.15	-0.06	0.28	0.12	0.16	0.20	0.42	0.46	0.42	0.14	0.14	0.16	0.50	0.18	
0.10	0.15	0.02	0.15	0.17	0.15	0.22	0.14	0.13	0.05	0.15	0.23	0.00	0.13	0.02	0.25	0.15	0.22	1.00	0.19	0.08	0.16	0.16	0.20	0.20	0.19	0.10	0.10	0.08	0.13	0.12	0.05	0.18	-0.03	0.15	0.15	0.02	0.17	-0.02	0.10	0.11	0.16	0.20	0.25	0.30	0.28	0.15	0.11	0.10	0.32	0.17	
0.21	0.04	-0.01	0.12	0.03	0.12	0.18	0.14	0.10	0.07	0.08	0.07	-0.02	0.15	0.14	0.21	0.11	0.27	0.19	1.00	-0.05	0.09	0.07	0.12	0.27	0.03	0.21	-0.01	0.11	0.06	0.07	0.11	0.09	-0.05	0.08	0.11	-0.04	0.05	-0.00	0.18	0.12	0.14	0.24	0.31	0.31	0.30	-0.03	0.03	0.10	0.34	0.09	
0.09	0.06	0.00	0.11	-0.01	0.04	0.07	0.15	0.04	0.02	0.02	0.11	0.04	0.08	-0.14	0.04	-0.12	0.03	0.08	-0.05	1.00	0.12	-0.01	0.02	0.08	0.09	0.06	0.05	-0.10	0.05	-0.02	-0.09	0.01	-0.06	0.08	0.10	-0.01	0.02	0.03	-0.02	-0.06	0.03	-0.04	0.04	0.07	0.05	0.02	-0.01	0.05	0.05	0.04	
0.17	0.14	-0.00	0.13	0.20	0.10	0.27	0.20	0.12	0.01	0.16	0.17	0.07	0.12	0.08	0.31	0.14	0.19	0.16	0.09	0.12	1.00	0.14	0.17	0.23	0.09	0.23	0.15	0.10	0.11	0.10	0.08	0.07	-0.03	0.10	0.14	0.02	0.29	-0.21	0.15	0.07	0.12	0.24	0.38	0.37	0.28	0.11	0.01	0.11	0.34	0.10	
0.15	0.16	-0.02	-0.00	0.13	0.16	0.24	0.08	0.05	0.05	0.18	0.21	0.04	-0.01	0.03	0.24	0.13	0.24	0.16	0.07	-0.01	0.14	1.00	0.22	0.30	0.20	0.22	0.17	0.10	0.12	0.06	0.04	0.14	-0.02	0.14	0.03	0.04	0.05	-0.09	0.14	0.13	0.10	0.14	0.27	0.26	0.21	0.18	0.12	0.08	0.28	0.07	
0.10	0.14	-0.00	0.12	0.12	0.07	0.19	0.07	0.16	0.10	0.13	0.21	0.06	0.11	0.15	0.22	0.19	0.19	0.20	0.12	0.02	0.17	0.22	1.00	0.30	0.16	0.21	0.13	0.18	0.12	0.11	0.08	0.21	0.02	0.13	0.23	-0.03	0.08	-0.01	0.12	0.14	0.18	0.15	0.20	0.27	0.28	0.10	0.09	0.18	0.35	0.17	
0.31	0.15	0.01	0.18	0.32	0.29	0.39	0.17	0.14	0.11	0.24	0.13	0.05	0.17	0.10	0.37	0.15	0.35	0.20	0.27	0.08	0.23	0.30	0.30	1.00	0.32	0.23	0.22	0.16	0.10	0.12	0.15	0.25	0.01	0.27	0.14	0.06	0.15	-0.04	0.25	0.08	0.20	0.19	0.47	0.60	0.50	0.14	0.18	0.10	0.59	0.21	
0.14	0.08	-0.00	0.12	0.18	0.08	0.19	0.13	0.09	0.04	0.16	0.07	0.04	0.05	0.11	0.18	0.13	0.20	0.19	0.03	0.09	0.09	0.20	0.16	0.32	1.00	0.10	0.15	0.17	0.07	0.07	0.01	0.16	-0.03	0.14	0.13	0.01	0.01	-0.04	0.13	-0.04	0.13	0.07	0.19	0.23	0.20	0.15	0.21	0.04	0.35	0.10	
0.21	0.14	0.01	0.10	0.15	0.08	0.19	0.13	0.07	0.07	0.08	0.17	-0.01	0.06	0.04	0.17	0.16	0.19	0.10	0.21	0.06	0.23	0.22	0.21	0.23	0.10	1.00	0.23	0.11	0.07	0.17	0.07	0.06	-0.09	0.02	0.06	0.02	-0.01	-0.01	0.13	0.10	0.17	0.23	0.26	0.25	0.20	0.11	-0.03	0.16	0.25	0.01	
0.09	0.14	0.00	0.13	0.06	0.10	0.16	0.08	0.01	0.05	0.11	0.10	-0.00	0.05	0.01	0.17	0.13	0.21	0.10	-0.01	0.05	0.15	0.17	0.13	0.22	0.15	0.23	1.00	0.04	0.06	0.07	0.06	0.13	-0.04	0.03	0.05	0.02	-0.04	-0.02	0.10	0.01	0.05	0.02	0.13	0.19	0.18	0.01	0.02	0.11	0.17	-0.03	
0.05	0.11	0.03	-0.02	0.13	0.04	0.24	0.11	0.09	0.07	0.14	0.08	0.00	0.08	0.08	0.15	0.21	0.15	0.08	0.11	-0.10	0.10	0.10	0.18	0.16	0.17	0.11	0.04	1.00	0.11	0.10	-0.06	0.07	-0.01	0.08	0.12	-0.06	0.18	-0.07	0.16	0.08	0.10	0.17	0.18	0.24	0.21	0.04	0.16	0.06	0.23	0.10	
0.14	-0.05	0.00	0.09	-0.05	0.25	0.13	0.11	-0.06	0.01	0.11	0.15	-0.03	0.07	0.08	0.20	0.09	0.14	0.13	0.06	0.05	0.11	0.12	0.12	0.10	0.07	0.07	0.06	0.11	1.00	0.13	-0.02	0.02	-0.03	0.06	-0.03	-0.03	0.09	-0.07	0.08	0.12	0.05	0.02	0.10	0.10	0.06	0.05	0.08	0.03	0.09	0.04	
0.08	0.03	0.00	-0.03	0.15	0.06	0.19	0.06	0.15	0.05	0.10	0.06	0.05	0.03	-0.01	0.17	0.27	0.24	0.12	0.07	-0.02	0.10	0.06	0.11	0.12	0.07	0.17	0.07	0.10	0.13	1.00	-0.09	0.08	0.06	0.10	0.02	0.01	0.11	-0.01	0.20	0.11	0.09	0.06	0.19	0.16	0.11	0.05	0.07	-0.02	0.16	0.08	
0.18	0.10	0.00	0.07	0.09	0.03	0.04	-0.07	0.03	0.02	-0.01	-0.03	0.03	0.06	0.16	0.22	0.13	0.14	0.05	0.11	-0.09	0.08	0.04	0.08	0.15	0.01	0.07	0.06	-0.06	-0.02	-0.09	1.00	0.23	-0.01	0.14	0.10	-0.01	-0.08	-0.08	0.08	-0.05	0.08	0.21	0.24	0.17	0.13	0.11	0.06	0.03	0.17	0.05	
0.17	0.06	-0.02	0.02	0.13	0.09	0.16	0.05	0.06	-0.01	0.04	0.11	0.04	0.09	0.05	0.10	0.18	0.15	0.18	0.09	0.01	0.07	0.14	0.21	0.25	0.16	0.06	0.13	0.07	0.02	0.08	0.23	1.00	-0.06	0.13	0.12	0.06	0.08	-0.06	0.13	0.06	0.15	0.21	0.19	0.23	0.17	0.07	0.13	0.06	0.30	0.08	
-0.05	-0.01	0.02	-0.03	-0.00	-0.07	-0.01	-0.05	-0.01	-0.01	-0.04	-0.07	0.00	0.02	0.01	0.00	0.02	0.01	-0.03	-0.05	-0.06	-0.03	-0.02	0.02	0.01	-0.03	-0.09	-0.04	-0.01	-0.03	0.06	-0.01	-0.06	1.00	-0.03	-0.06	-0.04	-0.05	-0.00	-0.11	0.01	-0.01	-0.05	-0.01	-0.04	-0.03	0.02	0.01	-0.01	0.00	-0.05	
0.18	0.01	-0.00	-0.02	0.19	0.06	0.29	0.15	0.15	0.13	0.07	0.09	0.05	0.07	0.10	0.14	0.11	0.20	0.15	0.08	0.08	0.10	0.14	0.13	0.27	0.14	0.02	0.03	0.08	0.06	0.10	0.14	0.13	-0.03	1.00	0.15	-0.01	0.16	0.01	0.11	-0.03	0.12	0.16	0.21	0.32	0.23	0.05	0.12	0.02	0.28	0.07	
0.07	0.06	-0.01	0.08	0.03	-0.00	0.08	0.01	0.24	0.01	0.01	0.10	0.07	-0.03	0.21	0.09	0.16	0.09	0.15	0.11	0.10	0.14	0.03	0.23	0.14	0.13	0.06	0.05	0.12	-0.03	0.02	0.10	0.12	-0.06	0.15	1.00	-0.05	0.10	-0.06	0.04	-0.06	0.12	0.14	0.09	0.22	0.22	0.06	0.06	0.11	0.17	0.10	
0.03	-0.02	0.00	-0.01	0.06	0.15	-0.06	-0.04	0.03	-0.01	-0.05	0.02	-0.05	-0.03	-0.00	-0.02	-0.02	-0.08	0.02	-0.04	-0.01	0.02	0.04	-0.03	0.06	0.01	0.02	0.02	-0.06	-0.03	0.01	-0.01	0.06	-0.04	-0.01	-0.05	1.00	0.00	0.03	-0.03	0.04	0.02	-0.03	-0.00	0.02	-0.00	-0.02	-0.05	-0.06	-0.01	0.01	
0.01	-0.01	-0.00	-0.09	-0.02	0.07	0.20	0.10	0.12	0.10	0.05	0.11	0.04	0.03	-0.04	0.10	0.08	0.15	0.17	0.05	0.02	0.29	0.05	0.08	0.15	0.01	-0.01	-0.04	0.18	0.09	0.11	-0.08	0.08	-0.05	0.16	0.10	0.00	1.00	-0.09	0.03	0.07	0.01	0.17	0.17	0.16	0.16	0.09	0.08	0.05	0.12	0.05	
-0.07	-0.01	-0.00	0.01	-0.07	0.02	-0.06	-0.02	-0.08	0.01	-0.06	0.04	-0.01	-0.02	-0.02	-0.19	-0.07	-0.06	-0.02	-0.00	0.03	-0.21	-0.09	-0.01	-0.04	-0.04	-0.01	-0.02	-0.07	-0.07	-0.01	-0.08	-0.06	-0.00	0.01	-0.06	0.03	-0.09	1.00	-0.02	0.09	-0.01	-0.07	-0.19	-0.12	-0.12	0.02	-0.05	0.05	-0.11	-0.05	
0.14	0.06	-0.04	0.08	0.15	0.15	0.28	0.11	0.13	0.15	0.19	0.06	-0.01	0.07	0.04	0.19	0.22	0.28	0.10	0.18	-0.02	0.15	0.14	0.12	0.25	0.13	0.13	0.10	0.16	0.08	0.20	0.08	0.13	-0.11	0.11	0.04	-0.03	0.03	-0.02	1.00	0.12	0.15	0.14	0.29	0.30	0.17	0.09	0.12	0.13	0.28	0.16	
0.09	0.09	0.01	0.08	0.03	0.18	0.08	0.02	0.02	0.05	0.07	0.02	0.03	0.08	0.05	0.07	0.10	0.12	0.11	0.12	-0.06	0.07	0.13	0.14	0.08	-0.04	0.10	0.01	0.08	0.12	0.11	-0.05	0.06	0.01	-0.03	-0.06	0.04	0.07	0.09	0.12	1.00	0.09	-0.00	0.06	0.08	0.06	-0.03	0.05	0.01	0.06	0.04	
0.17	0.08	0.00	0.13	0.18	0.03	0.23	0.10	0.00	-0.01	0.16	0.14	-0.01	0.11	0.19	0.17	0.15	0.16	0.16	0.14	0.03	0.12	0.10	0.18	0.20	0.13	0.17	0.05	0.10	0.05	0.09	0.08	0.15	-0.01	0.12	0.12	0.02	0.01	-0.01	0.15	0.09	1.00	0.20	0.19	0.23	0.20	0.12	0.18	0.19	0.34	0.17	
0.19	0.13	0.03	0.02	0.12	0.04	0.22	0.13	0.06	0.00	0.12	0.13	0.01	0.03	0.11	0.30	0.24	0.20	0.20	0.24	-0.04	0.24	0.14	0.15	0.19	0.07	0.23	0.02	0.17	0.02	0.06	0.21	0.21	-0.05	0.16	0.14	-0.03	0.17	-0.07	0.14	-0.00	0.20	1.00	0.27	0.32	0.33	0.18	0.10	0.15	0.38	0.15	
0.37	0.19	-0.00	0.12	0.33	0.18	0.60	0.22	0.22	0.13	0.22	0.14	0.05	0.20	0.05	0.53	0.20	0.42	0.25	0.31	0.04	0.38	0.27	0.20	0.47	0.19	0.26	0.13	0.18	0.10	0.19	0.24	0.19	-0.01	0.21	0.09	-0.00	0.17	-0.19	0.29	0.06	0.19	0.27	1.00	0.66	0.55	0.14	0.18	0.10	0.63	0.23	
0.41	0.24	0.00	0.16	0.46	0.20	0.57	0.23	0.24	0.18	0.23	0.14	0.09	0.19	0.10	0.44	0.21	0.46	0.30	0.31	0.07	0.37	0.26	0.27	0.60	0.23	0.25	0.19	0.24	0.10	0.16	0.17	0.23	-0.04	0.32	0.22	0.02	0.16	-0.12	0.30	0.08	0.23	0.32	0.66	1.00	0.67	0.15	0.21	0.15	0.69	0.27	
0.25	0.30	0.00	0.13	0.33	0.14	0.47	0.19	0.25	0.10	0.17	0.13	0.07	0.14	0.10	0.43	0.15	0.42	0.28	0.30	0.05	0.28	0.21	0.28	0.50	0.20	0.20	0.18	0.21	0.06	0.11	0.13	0.17	-0.03	0.23	0.22	-0.00	0.16	-0.12	0.17	0.06	0.20	0.33	0.55	0.67	1.00	0.10	0.27	0.13	0.69	0.26	
0.07	0.13	-0.01	0.03	0.07	0.11	0.15	0.11	0.17	0.00	0.09	0.13	0.02	0.05	0.09	0.21	0.16	0.14	0.15	-0.03	0.02	0.11	0.18	0.10	0.14	0.15	0.11	0.01	0.04	0.05	0.05	0.11	0.07	0.02	0.05	0.06	-0.02	0.09	0.02	0.09	-0.03	0.12	0.18	0.14	0.15	0.10	1.00	0.03	0.12	0.15	0.14	
0.03	0.24	0.02	-0.01	0.07	0.00	0.28	0.11	0.10	0.01	0.09	0.04	0.03	0.09	0.12	0.12	0.07	0.14	0.11	0.03	-0.01	0.01	0.12	0.09	0.18	0.21	-0.03	0.02	0.16	0.08	0.07	0.06	0.13	0.01	0.12	0.06	-0.05	0.08	-0.05	0.12	0.05	0.18	0.10	0.18	0.21	0.27	0.03	1.00	0.01	0.29	0.12	
0.11	0.04	0.00	0.08	0.13	0.06	0.14	0.14	0.01	0.04	0.03	0.07	0.02	0.03	0.06	0.12	0.05	0.16	0.10	0.10	0.05	0.11	0.08	0.18	0.10	0.04	0.16	0.11	0.06	0.03	-0.02	0.03	0.06	-0.01	0.02	0.11	-0.06	0.05	0.05	0.13	0.01	0.19	0.15	0.10	0.15	0.13	0.12	0.01	1.00	0.19	0.09	
0.37	0.29	0.01	0.12	0.45	0.19	0.52	0.28	0.22	0.12	0.25	0.17	0.07	0.22	0.17	0.49	0.22	0.50	0.32	0.34	0.05	0.34	0.28	0.35	0.59	0.35	0.25	0.17	0.23	0.09	0.16	0.17	0.30	0.00	0.28	0.17	-0.01	0.12	-0.11	0.28	0.06	0.34	0.38	0.63	0.69	0.69	0.15	0.29	0.19	1.00	0.28	
0.16	0.13	0.00	0.18	0.11	0.11	0.15	0.15	0.07	0.03	0.17	0.02	0.04	0.11	0.03	0.25	0.12	0.18	0.17	0.09	0.04	0.10	0.07	0.17	0.21	0.10	0.01	-0.03	0.10	0.04	0.08	0.05	0.08	-0.05	0.07	0.10	0.01	0.05	-0.05	0.16	0.04	0.17	0.15	0.23	0.27	0.26	0.14	0.12	0.09	0.28	1.00	
1.00	0.30	0.03	0.20	0.21	0.31	0.47	0.23	0.27	0.15	0.30	0.11	0.01	0.20	0.14	0.47	0.38	0.46	0.27	0.29	0.09	0.25	0.14	0.25	0.35	0.21	0.20	0.21	0.20	0.28	0.19	0.21	0.20	-0.07	0.28	0.30	-0.12	0.11	-0.16	0.32	0.16	0.29	0.23	0.38	0.56	0.43	0.13	0.22	0.16	0.44	0.17	
0.30	1.00	0.00	0.29	0.21	0.31	0.37	0.28	0.22	0.19	0.36	0.20	0.07	0.29	0.28	0.43	0.27	0.48	0.33	0.32	0.09	0.44	0.12	0.39	0.42	0.22	0.33	0.23	0.34	0.22	0.11	0.20	0.28	0.01	0.16	0.20	-0.02	0.20	0.02	0.33	0.22	0.44	0.17	0.43	0.47	0.51	0.19	0.30	0.20	0.55	0.24	
0.03	0.00	1.00	-0.01	0.00	-0.00	0.01	-0.15	0.00	-0.01	0.02	-0.14	0.02	0.01	0.02	-0.00	0.04	-0.01	0.05	-0.08	0.01	-0.02	-0.02	0.01	0.00	0.01	0.02	-0.02	0.03	-0.00	0.01	-0.00	-0.01	0.02	-0.01	0.00	-0.02	-0.00	0.00	-0.03	0.03	0.03	0.01	-0.01	-0.00	-0.00	-0.02	0.01	0.02	-0.00	-0.01	
