PropertyTimestampInNumber,AirFlowSetpointMax,AirFlowActive,AirFlowNormalized,AirValvePosition,DischargeAirTemp,SpaceTemp,SpaceTempCoolingSetpointActive,SpaceTempHeatingSetpointActive
20170116150000,241.899994,0.0,0.0,0,60.299999,69.099998,69.400002,66.400002
20170116151500,241.899994,0.0,0.0,0,60.299999,69.0,69.400002,66.400002
20170116153000,241.899994,0.0,0.0,0,60.299999,68.900002,69.400002,66.400002
20170116154500,241.899994,0.0,0.0,0,60.299999,68.699997,69.400002,66.400002
20170116160000,241.899994,0.0,0.0,0,60.299999,68.699997,69.400002,66.400002
20170116161500,241.899994,0.0,0.0,0,60.299999,68.599998,69.400002,66.400002
20170116163000,241.899994,0.0,0.0,0,60.299999,68.599998,69.400002,66.400002
20170116164500,241.899994,0.0,0.0,0,60.299999,68.5,69.400002,66.400002
20170116170000,241.899994,0.0,0.0,0,60.299999,68.5,69.400002,66.400002
20170116171500,241.899994,0.0,0.0,0,60.299999,68.5,69.400002,66.400002
20170116173000,241.899994,0.0,0.0,0,60.299999,68.400002,69.400002,66.400002
20170116174500,241.899994,0.0,0.0,0,61.099998,68.400002,69.400002,66.400002
20170116180000,241.899994,0.0,0.0,1,61.099998,68.400002,69.400002,66.400002
20170116181500,241.899994,0.0,0.0,0,61.099998,68.5,69.400002,66.400002
20170116183000,241.899994,0.0,0.0,0,61.099998,68.5,69.400002,66.400002
20170116184500,241.899994,0.0,0.0,0,61.099998,68.599998,69.400002,66.400002
20170116190000,241.899994,0.0,0.0,0,61.099998,68.699997,69.400002,66.400002
20170116191500,241.899994,0.0,0.0,0,61.099998,68.699997,69.400002,66.400002
20170116193000,241.899994,0.0,0.0,0,61.099998,68.800003,69.400002,66.400002
20170116194500,241.899994,0.0,0.0,0,61.099998,68.900002,69.400002,66.400002
20170116200000,241.899994,0.0,0.0,2,61.099998,69.0,69.400002,66.400002
20170116201500,241.899994,0.0,0.0,1,61.099998,69.0,69.400002,66.400002
20170116203000,241.899994,0.0,0.0,0,61.099998,69.0,69.300003,66.300003
20170116204500,241.899994,0.0,0.0,0,61.099998,68.900002,69.400002,66.400002
20170116210000,241.899994,0.0,0.0,0,61.099998,68.900002,69.400002,66.400002
20170116211500,241.899994,0.0,0.0,0,61.099998,68.900002,69.400002,66.400002
20170116213000,241.899994,0.0,0.0,0,61.099998,68.900002,69.400002,66.400002
20170116214500,241.899994,0.0,0.0,0,61.099998,68.800003,69.400002,66.400002
20170116220000,241.899994,0.0,0.0,0,61.099998,68.800003,69.400002,66.400002
20170116221500,241.899994,0.0,0.0,0,61.099998,68.800003,69.400002,66.400002
20170116223000,241.899994,0.0,0.0,0,61.099998,68.800003,69.400002,66.400002
20170116224500,241.899994,0.0,0.0,0,61.099998,68.800003,69.400002,66.400002
20170116230000,241.899994,0.0,0.0,0,61.099998,68.800003,69.400002,66.400002
20170116231500,241.899994,0.0,0.0,0,61.099998,68.699997,69.400002,66.400002
20170116233000,241.899994,0.0,0.0,0,61.099998,68.699997,69.400002,66.400002
20170116234500,241.899994,0.0,0.0,0,61.099998,68.699997,69.400002,66.400002
20170117000000,241.899994,0.0,0.0,0,61.099998,68.699997,69.400002,66.400002
20170117001500,241.899994,0.0,0.0,0,61.099998,68.699997,69.400002,66.400002
20170117003000,241.899994,0.0,0.0,0,61.099998,68.800003,69.400002,66.400002
20170117004500,241.899994,0.0,0.0,0,61.099998,68.800003,69.400002,66.400002
20170117010000,241.899994,0.0,0.0,0,61.099998,68.900002,69.400002,66.400002
20170117011500,241.899994,0.0,0.0,0,61.099998,68.900002,69.400002,66.400002
20170117013000,241.899994,0.0,0.0,1,61.099998,69.0,69.400002,66.400002
20170117014500,241.899994,0.0,0.0,0,61.099998,69.0,69.400002,66.400002
20170117020000,241.899994,0.0,0.0,0,61.099998,69.0,69.400002,66.400002
20170117021500,241.899994,0.0,0.0,0,61.099998,69.0,69.300003,66.300003
20170117023000,241.899994,0.0,0.0,0,61.099998,68.900002,69.400002,66.400002
20170117024500,241.899994,0.0,0.0,0,61.099998,68.900002,69.400002,66.400002
20170117030000,241.899994,0.0,0.0,0,61.099998,68.900002,69.400002,66.400002
20170117031500,241.899994,0.0,0.0,0,61.099998,68.900002,69.400002,66.400002
20170117033000,241.899994,0.0,0.0,0,61.099998,68.800003,69.400002,66.400002
20170117034500,241.899994,0.0,0.0,0,61.099998,68.800003,69.400002,66.400002
20170117040000,241.899994,0.0,0.0,0,61.099998,68.699997,69.400002,66.400002
20170117041500,241.899994,0.0,0.0,0,61.099998,68.699997,69.400002,66.400002
20170117043000,241.899994,0.0,0.0,0,61.099998,68.699997,69.400002,66.400002
20170117044500,241.899994,0.0,0.0,0,61.099998,68.599998,69.400002,66.400002
20170117050000,241.899994,0.0,0.0,0,61.099998,68.599998,69.400002,66.400002
20170117051500,241.899994,0.0,0.0,0,61.099998,68.599998,69.400002,66.400002
20170117053000,241.899994,0.0,0.0,0,61.099998,68.599998,69.400002,66.400002
20170117054500,241.899994,0.0,0.0,0,61.099998,68.599998,69.400002,66.400002
20170117060000,241.899994,0.0,0.0,0,61.099998,68.599998,69.400002,66.400002
20170117061500,241.899994,0.0,0.0,0,61.099998,68.599998,69.400002,66.400002
20170117063000,241.899994,0.0,0.0,0,61.099998,68.599998,69.400002,66.400002
20170117064500,241.899994,0.0,0.0,0,61.099998,68.699997,69.400002,66.400002
20170117070000,241.899994,0.0,0.0,0,61.099998,68.800003,69.400002,66.400002
20170117071500,241.899994,0.0,0.0,1,61.099998,68.900002,69.400002,66.400002
20170117073000,241.899994,0.0,0.0,0,61.099998,68.900002,69.400002,66.400002
20170117074500,241.899994,0.0,0.0,0,61.099998,68.900002,69.400002,66.400002
20170117080000,241.899994,0.0,0.0,0,61.099998,68.900002,69.400002,66.400002
20170117081500,241.899994,0.0,0.0,0,61.099998,68.900002,69.400002,66.400002
20170117083000,241.899994,0.0,0.0,0,61.099998,68.900002,69.400002,66.400002
20170117084500,241.899994,0.0,0.0,0,61.099998,68.800003,69.400002,66.400002
