PropertyTimestampInNumber,AirFlowSetpointMax,AirFlowSetpointMin,AirFlowActive,AirFlowNormalized,AirValvePosition,DischargeAirTemp,HeatOutput,SpaceTemp,SpaceTempCoolingSetpointActive,SpaceTempHeatingSetpointActive
20160101000000,770.8,426.4,444.44,57.6596,50,70.6,100,69.2,78.3,75.3
20160101001500,770.8,426.4,444.44,57.6596,50,70.6,100,69.2,78.3,75.3
20160101003000,770.8,426.4,444.44,57.6596,50,74.4,100,69.2,78.3,75.3
20160101004500,770.8,426.4,451.0,58.5106,50,70.2,100,69.2,78.3,75.3
20160101010000,770.8,426.4,444.44,57.6596,50,73.5,100,69.2,78.3,75.3
20160101011500,770.8,426.4,451.0,58.5106,50,73.5,100,69.3,78.3,75.3
20160101013000,770.8,426.4,444.44,57.6596,50,69.7,100,69.3,78.3,75.3
20160101014500,770.8,426.4,439.52,57.0213,50,74.4,100,69.3,78.3,75.3
20160101020000,770.8,426.4,439.52,57.0213,50,74.4,100,69.2,78.3,75.3
20160101021500,770.8,426.4,447.72,58.0851,50,73.4,100,69.2,78.3,75.3
20160101023000,770.8,426.4,447.72,58.0851,50,71.3,100,69.2,78.3,75.3
20160101024500,770.8,426.4,447.72,58.0851,50,73.0,100,69.1,78.3,75.3
20160101030000,770.8,426.4,447.72,58.0851,50,68.7,100,69.1,78.3,75.3
20160101031500,770.8,426.4,447.72,58.0851,50,74.0,100,69.1,78.3,75.3
20160101033000,770.8,426.4,447.72,58.0851,50,74.0,100,69.1,78.3,75.3
20160101034500,770.8,426.4,447.72,58.0851,50,70.1,100,69.1,78.3,75.3
20160101040000,770.8,426.4,447.72,58.0851,50,69.3,100,69.1,78.3,75.3
20160101041500,770.8,426.4,447.72,58.0851,50,74.4,100,69.0,78.3,75.3
20160101043000,770.8,426.4,447.72,58.0851,50,70.1,100,68.9,78.3,75.3
20160101044500,770.8,426.4,447.72,58.0851,50,74.1,100,68.9,78.3,75.3
20160101050000,770.8,426.4,447.72,58.0851,50,74.1,100,68.9,78.3,75.3
20160101051500,770.8,426.4,447.72,58.0851,50,74.1,100,68.9,78.3,75.3
20160101053000,770.8,426.4,447.72,58.0851,50,69.1,100,68.8,78.3,75.3
20160101054500,770.8,426.4,447.72,58.0851,50,73.4,100,68.8,78.3,75.3
20160101060000,770.8,426.4,454.28,58.9362,50,73.4,100,68.8,78.3,75.3
20160101061500,770.8,426.4,446.08,57.8723,50,70.6,100,68.8,78.3,75.3
20160101063000,770.8,426.4,446.08,57.8723,50,73.9,100,68.8,78.3,75.3
20160101064500,770.8,426.4,454.28,58.9362,50,73.9,100,68.7,78.3,75.3
20160101070000,770.8,426.4,446.08,57.8723,50,73.9,100,68.7,78.3,75.3
20160101071500,770.8,426.4,432.96,56.1702,50,74.8,100,68.7,78.3,75.3
20160101073000,770.8,426.4,432.96,56.1702,50,74.8,100,68.7,78.3,75.3
20160101074500,770.8,426.4,437.88,56.8085,50,74.8,100,68.7,78.3,75.3
20160101080000,770.8,426.4,437.88,56.8085,50,71.6,100,68.7,78.3,75.3
20160101081500,770.8,426.4,428.04,55.5319,50,71.6,100,68.7,78.3,75.3
20160101083000,770.8,426.4,434.6,56.383,50,69.7,100,68.6,78.3,75.3
20160101084500,770.8,426.4,434.6,56.383,50,69.7,100,68.6,78.3,75.3
20160101090000,770.8,426.4,434.6,56.383,50,73.4,100,68.6,78.3,75.3
20160101091500,770.8,426.4,421.48,54.6809,50,73.4,100,68.6,78.3,75.3
20160101093000,770.8,426.4,437.88,56.8085,50,74.8,100,68.7,78.3,75.3
20160101094500,770.8,426.4,437.88,56.8085,50,74.8,100,68.7,78.3,75.3
20160101100000,770.8,426.4,432.96,56.1702,50,75.7,100,68.7,78.3,75.3
20160101101500,770.8,426.4,432.96,56.1702,50,74.4,100,68.7,78.3,75.3
20160101103000,770.8,426.4,432.96,56.1702,50,75.3,100,68.7,78.3,75.3
20160101104500,770.8,426.4,426.4,55.3191,50,75.3,100,68.7,78.3,75.3
20160101110000,770.8,426.4,437.88,56.8085,50,74.4,100,68.7,78.3,75.3
20160101111500,770.8,426.4,428.04,55.5319,50,71.2,100,68.7,78.3,75.3
20160101113000,770.8,426.4,437.88,56.8085,50,70.0,100,68.7,78.3,75.3
20160101114500,770.8,426.4,437.88,56.8085,50,70.0,100,68.7,78.3,75.3
20160101120000,770.8,426.4,437.88,56.8085,50,70.8,100,68.7,78.3,75.3
20160101121500,770.8,426.4,446.08,57.8723,50,72.4,100,68.8,78.3,75.3
20160101123000,770.8,426.4,446.08,57.8723,50,74.8,100,68.8,78.3,75.3
20160101124500,770.8,426.4,441.16,57.234,50,70.1,100,68.7,78.3,75.3
20160101130000,770.8,426.4,447.72,58.0851,50,74.3,100,68.7,78.3,75.3
20160101131500,770.8,426.4,447.72,58.0851,50,74.3,100,68.7,78.3,75.3
20160101133000,770.8,426.4,447.72,58.0851,50,71.6,100,68.8,78.3,75.3
20160101134500,770.8,426.4,447.72,58.0851,50,70.5,100,68.8,78.3,75.3
20160101140000,770.8,426.4,447.72,58.0851,50,72.8,100,68.7,78.3,75.3
20160101141500,770.8,426.4,437.88,56.8085,50,72.8,100,68.7,78.3,75.3
20160101143000,770.8,426.4,437.88,56.8085,50,72.8,100,68.8,78.3,75.3
20160101144500,770.8,426.4,437.88,56.8085,50,73.6,100,68.8,78.3,75.3
