1,1,4
2,1,4
3,1,4
4,1,4
5,1,4
6,1,3
7,1,4
8,1,4
9,1,1
10,1,4
11,1,1
12,1,4
13,1,4
14,1,4
15,1,2
16,1,2
17,1,4
18,1,4
19,1,4
20,1,4
21,1,4
22,1,1
23,1,3
24,1,4
25,1,4
26,1,4
27,1,4
28,1,4
29,1,4
30,1,4
31,1,4
32,1,4
33,1,4
34,1,3
35,1,4
36,1,4
37,1,3
38,1,4
39,1,4
40,1,0
41,1,2
42,1,0
43,1,4
44,1,4
45,1,0
46,1,4
47,1,4
48,1,3
49,1,3
50,1,4
51,1,4
52,1,4
53,1,3
54,1,4
55,1,3
56,1,4
57,1,3
58,1,0
59,1,4
60,1,4
61,1,3
62,1,4
63,1,2
64,1,0
65,1,3
66,1,4
67,1,2
68,1,0
69,1,4
70,1,4
71,1,3
72,1,4
73,1,3
74,1,4
75,1,2
76,1,4
77,1,0
78,1,3
79,1,4
80,1,4
81,1,4
82,1,4
83,1,4
84,1,4
85,1,4
86,1,4
87,1,4
88,1,4
89,1,4
90,1,4
91,1,4
92,1,3
93,1,2
94,1,3
95,1,4
96,1,4
97,1,0
98,1,2
99,1,4
100,1,4
101,1,1
102,1,3
103,1,4
104,1,4
105,1,4
106,1,0
107,1,4
108,1,4
109,1,4
110,1,4
111,1,4
112,1,3
113,1,3
114,1,0
115,1,4
116,1,3
117,1,4
118,1,3
119,1,0
120,1,2
121,1,2
122,1,4
123,1,4
124,1,4
125,1,4
126,1,1
127,1,4
128,1,4
129,1,4
130,1,3
131,1,4
132,1,4
133,1,4
134,1,4
135,1,4
136,1,4
137,1,4
138,1,2
139,1,4
140,1,4
141,1,4
142,1,4
143,1,4
144,1,4
145,1,2
146,1,4
147,1,4
148,1,4
149,1,4
150,1,3
151,1,4
152,1,4
153,1,4
154,1,4
155,1,4
156,1,0
157,1,4
158,1,4
159,1,4
160,1,4
161,1,4
162,1,4
163,1,4
164,1,2
165,1,2
166,1,4
167,1,4
168,1,4
169,1,3
170,1,4
171,1,4
172,1,4
173,1,4
174,1,4
175,1,4
176,1,2
177,1,3
178,1,4
179,1,4
180,1,1
181,1,4
182,1,4
183,1,2
184,1,4
185,1,4
186,1,3
187,1,0
188,1,4
189,1,3
190,1,3
191,1,4
192,1,1
193,1,3
194,1,4
195,1,4
196,1,4
197,1,4
198,1,3
199,1,2
200,1,1
201,1,1
202,1,4
203,1,4
204,1,4
205,1,4
206,1,4
207,1,4
208,1,4
209,1,4
210,1,4
211,1,0
212,1,4
213,1,4
214,1,4
215,1,3
216,1,4
217,1,4
218,1,4
219,1,4
220,1,4
221,1,4
222,1,4
223,1,4
224,1,4
225,1,4
226,1,0
227,1,1
228,1,4
229,1,4
230,1,4
231,1,4
232,1,0
233,1,3
234,1,4
235,1,3
236,1,0
237,1,4
238,1,2
239,1,4
240,1,3
241,1,0
242,1,4
243,1,4
244,1,0
245,1,4
246,1,2
247,1,4
248,1,4
249,1,0
250,1,0
251,1,1
252,1,4
253,1,4
254,1,1
255,1,4
256,1,4
257,1,4
258,1,4
259,1,4
260,1,4
261,1,4
262,1,4
263,1,4
264,1,4
265,1,4
266,1,4
267,1,4
268,1,0
269,1,4
270,1,4
271,1,4
272,1,4
273,1,4
274,1,4
275,1,3
276,1,4
277,1,3
278,1,4
279,1,3
280,1,3
281,1,3
282,1,4
283,1,3
284,1,0
285,1,4
286,1,4
287,1,4
288,1,0
289,1,3
290,1,4
